Country,Year,fertility,life,population,child_mortality,gdp
Mayotte,1974,7.95,64.744,43495,,
Mayotte,1975,7.953,65.298,45268,,
Mayotte,1976,7.941,65.838,47016,,
Mayotte,1977,7.909,66.364,48777,,
Mayotte,1978,7.854,66.876,50630,,
Mayotte,1979,7.777,67.376,52684,,
Mayotte,1980,7.681,67.863,55016,37.24,
Mayotte,1981,7.576,68.337,57665,34.95,
Mayotte,1982,7.469,68.799,60618,32.8,
Mayotte,1983,7.36,69.249,63844,30.79,
Mayotte,1984,7.249,69.688,67287,28.9,
Mayotte,1985,7.12,70.116,70912,27.12,
Mayotte,1986,6.955,70.536,74685,25.45,
Mayotte,1987,6.745,70.947,78630,23.89,
Mayotte,1988,6.488,71.352,82829,22.42,
Mayotte,1989,6.193,71.749,87402,21.04,
Mayotte,1990,5.88,72.141,92413,19.75,
Mayotte,1991,5.577,72.527,97901,18.53,
Mayotte,1992,5.307,72.906,103795,17.4,
Mayotte,1993,5.088,73.278,109918,16.33,
Mayotte,1994,4.928,73.642,116028,15.33,
Mayotte,1995,4.822,74,121949,14.38,
Mayotte,1996,4.759,74.351,127624,13.5,
Mayotte,1997,4.718,74.695,133089,12.67,
Mayotte,1998,4.679,75.032,138384,11.9,
Mayotte,1999,4.636,75.362,143585,11.17,
Mayotte,2000,4.587,75.687,148753,10.48,
Mayotte,2001,4.536,76.009,153887,9.84,
Mayotte,2002,4.488,76.326,158983,9.23,
Mayotte,2003,4.449,76.639,164101,8.67,
Mayotte,2004,4.416,76.946,169315,8.14,
Mayotte,2005,4.384,77.244,174681,7.64,
Mayotte,2006,4.347,77.529,180217,7.17,
Mayotte,2007,4.3,77.799,185922,6.72,
Mayotte,2008,4.24,78.052,191805,6.31,
Mayotte,2009,4.167,78.291,197870,5.92,
Mayotte,2010,4.082,78.519,204114,5.56,
Mayotte,2011,3.989,78.742,210552,5.23,
Mayotte,2012,3.894,78.964,217172,4.94,
Mayotte,2013,3.802,79.19,223907,4.69,
Mexico,1964,6.767,59.076,43574687,127.3,7045
Mexico,1965,6.769,59.454,44898430,124.6,7283
Mexico,1966,6.773,59.814,46229966,122,7559
Mexico,1967,6.777,60.172,47572205,119.1,7795
Mexico,1968,6.775,60.543,48943844,115.8,8183
Mexico,1969,6.76,60.939,50370262,112.3,8441
Mexico,1970,6.72,61.369,51868335,108.6,8757
Mexico,1971,6.643,61.836,53441943,104.9,8810
Mexico,1972,6.525,62.333,55081201,101.1,9253
Mexico,1973,6.364,62.851,56771626,97.7,9694
Mexico,1974,6.164,63.384,58492118,94.5,9960
Mexico,1975,5.932,63.928,60224601,91.5,10234
Mexico,1976,5.679,64.474,61969362,88.6,10391
Mexico,1977,5.418,65.016,63723359,85.6,10456
Mexico,1978,5.163,65.548,65461471,82.4,11118
Mexico,1979,4.924,66.065,67152555,78.8,11912
Mexico,1980,4.705,66.563,68776411,75.1,12716
Mexico,1981,4.51,67.041,70318386,71.3,13501
Mexico,1982,4.334,67.503,71788766,67.6,13126
Mexico,1983,4.174,67.951,73223336,64.3,12384
Mexico,1984,4.029,68.387,74673296,61.4,12546
Mexico,1985,3.898,68.812,76175154,58.7,12562
Mexico,1986,3.778,69.228,77741110,56.2,11923
Mexico,1987,3.669,69.637,79358780,53.8,11894
Mexico,1988,3.566,70.04,81010093,51.4,11817
Mexico,1989,3.468,70.44,82666457,49,12079
Mexico,1990,3.375,70.838,84306602,46.6,12479
Mexico,1991,3.285,71.238,85923799,44.1,12738
Mexico,1992,3.199,71.64,87523328,41.7,12925
Mexico,1993,3.117,72.039,89109703,39.4,13172
Mexico,1994,3.04,72.434,90691331,37.2,13516
Mexico,1995,2.966,72.818,92272749,35,12491
Mexico,1996,2.896,73.181,93858373,33,12979
Mexico,1997,2.831,73.52,95441345,31,13634
Mexico,1998,2.77,73.832,97001933,29.1,14033
Mexico,1999,2.712,74.117,98513690,27.3,14177
Mexico,2000,2.659,74.38,99959594,25.6,14704
Mexico,2001,2.61,74.629,101329543,24.1,14411
Mexico,2002,2.565,74.872,102634153,22.6,14243
Mexico,2003,2.523,75.116,103902569,21.4,14268
Mexico,2004,2.484,75.364,105175967,20.4,14700
Mexico,2005,2.448,75.617,106483757,19.5,14961
Mexico,2006,2.413,75.871,107835259,18.9,15516
Mexico,2007,2.379,76.123,109220753,18.4,15805
Mexico,2008,2.346,76.367,110627158,17.9,15826
Mexico,2009,2.313,76.605,112033369,17.4,14893
Mexico,2010,2.281,76.836,113423047,16.8,15460
Mexico,2011,2.248,77.06,114793341,16,15887
Mexico,2012,2.216,77.281,116146768,15.3,16320
Mexico,2013,2.185,77.501,117478371,14.5,16346
"Micronesia, Fed. Sts.",1964,6.893,59.176,50481,113.73,1542
"Micronesia, Fed. Sts.",1965,6.894,59.576,52236,109.88,1573
"Micronesia, Fed. Sts.",1966,6.9,59.979,54199,106.07,1605
"Micronesia, Fed. Sts.",1967,6.911,60.386,56322,102.34,1637
"Micronesia, Fed. Sts.",1968,6.924,60.797,58403,98.78,1670
"Micronesia, Fed. Sts.",1969,6.935,61.211,60166,95.41,1704
"Micronesia, Fed. Sts.",1970,6.938,61.634,61431,92.23,1738
"Micronesia, Fed. Sts.",1971,6.925,62.071,62105,88.68,1760
"Micronesia, Fed. Sts.",1972,6.894,62.519,62297,84.88,1774
"Micronesia, Fed. Sts.",1973,6.842,62.971,62288,81.24,2377
"Micronesia, Fed. Sts.",1974,6.77,63.419,62474,77.75,2735
"Micronesia, Fed. Sts.",1975,6.682,63.843,63143,74.42,2709
"Micronesia, Fed. Sts.",1976,6.586,64.225,64383,71.22,2667
"Micronesia, Fed. Sts.",1977,6.49,64.552,66106,68.17,2662
"Micronesia, Fed. Sts.",1978,6.398,64.817,68217,65.24,2726
"Micronesia, Fed. Sts.",1979,6.311,65.022,70546,62.44,2692
"Micronesia, Fed. Sts.",1980,6.223,65.172,72962,61.59,2417
"Micronesia, Fed. Sts.",1981,6.129,65.281,75456,57.2,2565
"Micronesia, Fed. Sts.",1982,6.02,65.369,78048,58,2418
"Micronesia, Fed. Sts.",1983,5.894,65.453,80667,58.7,2392
"Micronesia, Fed. Sts.",1984,5.752,65.542,83232,59,2229
"Micronesia, Fed. Sts.",1985,5.6,65.642,85682,59,2529
"Micronesia, Fed. Sts.",1986,5.446,65.753,87950,58.6,2663
"Micronesia, Fed. Sts.",1987,5.299,65.868,90037,58,2656
"Micronesia, Fed. Sts.",1988,5.167,65.983,92040,57.1,2756
"Micronesia, Fed. Sts.",1989,5.052,66.098,94105,56.3,2715
"Micronesia, Fed. Sts.",1990,4.958,66.212,96319,55.6,2763
"Micronesia, Fed. Sts.",1991,4.882,66.325,98749,55.2,2894
"Micronesia, Fed. Sts.",1992,4.82,66.439,101314,55,2933
"Micronesia, Fed. Sts.",1993,4.766,66.552,103780,55.1,3094
"Micronesia, Fed. Sts.",1994,4.716,66.665,105825,55.3,3016
"Micronesia, Fed. Sts.",1995,4.664,66.776,107233,55.6,3185
"Micronesia, Fed. Sts.",1996,4.608,66.884,107904,55.9,3063
"Micronesia, Fed. Sts.",1997,4.544,66.99,107947,56,2873
"Micronesia, Fed. Sts.",1998,4.471,67.092,107605,55.6,2966
"Micronesia, Fed. Sts.",1999,4.39,67.195,107237,54.9,3018
"Micronesia, Fed. Sts.",2000,4.3,67.3,107103,53.9,3167
"Micronesia, Fed. Sts.",2001,4.204,67.412,107290,52.8,3230
"Micronesia, Fed. Sts.",2002,4.105,67.535,107728,51.6,3256
"Micronesia, Fed. Sts.",2003,4.007,67.668,108325,50.2,3320
"Micronesia, Fed. Sts.",2004,3.912,67.81,108926,48.8,3220
"Micronesia, Fed. Sts.",2005,3.823,67.959,109419,47.4,3301
"Micronesia, Fed. Sts.",2006,3.739,68.11,109789,45.9,3312
"Micronesia, Fed. Sts.",2007,3.661,68.257,110092,44.6,3262
"Micronesia, Fed. Sts.",2008,3.589,68.398,110367,43.1,3197
"Micronesia, Fed. Sts.",2009,3.522,68.53,110676,42,3243
"Micronesia, Fed. Sts.",2010,3.46,68.654,111064,40.7,3337
"Micronesia, Fed. Sts.",2011,3.402,68.77,111542,39.4,3412
"Micronesia, Fed. Sts.",2012,3.347,68.882,112098,38.2,3428
"Micronesia, Fed. Sts.",2013,3.294,68.993,112726,37,3286
Moldova,1964,2.989,63.496,3275331,87.48,4162
Moldova,1965,2.891,63.856,3335497,83.79,4342
Moldova,1966,2.801,64.186,3391966,80.26,4499
Moldova,1967,2.722,64.476,3444753,76.87,4646
Moldova,1968,2.66,64.718,3495063,73.63,4868
Moldova,1969,2.613,64.908,3544593,70.52,4887
Moldova,1970,2.582,65.045,3594501,67.55,5212
Moldova,1971,2.56,65.134,3645524,64.7,5295
Moldova,1972,2.542,65.186,3697183,62.9,5270
Moldova,1973,2.523,65.213,3747974,61.3,5656
Moldova,1974,2.503,65.221,3795721,59.5,5765
Moldova,1975,2.483,65.209,3838998,57.7,5727
Moldova,1976,2.465,65.172,3877052,56.1,5941
Moldova,1977,2.455,65.111,3910760,54.5,6027
Moldova,1978,2.454,65.037,3942280,53.1,6124
Moldova,1979,2.462,64.971,3974656,51.7,6044
Moldova,1980,2.481,64.951,4009998,50.3,6002
Moldova,1981,2.51,65.022,4048772,48.9,6008
Moldova,1982,2.546,65.205,4090009,47.2,6104
Moldova,1983,2.585,65.499,4132576,45.2,6246
Moldova,1984,2.62,65.887,4174737,43.1,6266
Moldova,1985,2.643,66.33,4214996,40.9,6266
Moldova,1986,2.646,66.772,4252952,38.8,6466
Moldova,1987,2.625,67.157,4288276,36.7,6494
Moldova,1988,2.578,67.44,4319579,34.9,6578
Moldova,1989,2.506,67.605,4345236,33.6,6643
Moldova,1990,2.413,67.643,4363950,33.1,6440
Moldova,1991,2.305,67.563,4375242,33.3,5395
Moldova,1992,2.191,67.409,4378913,34.2,3822
Moldova,1993,2.079,67.222,4374366,35.6,3780
Moldova,1994,1.975,67.031,4361061,37,2620
Moldova,1995,1.882,66.867,4338750,38.2,2596
Moldova,1996,1.801,66.761,4307683,38.5,2466
Moldova,1997,1.73,66.721,4268370,38,2515
Moldova,1998,1.667,66.75,4221290,36.6,2353
Moldova,1999,1.613,66.849,4167099,34.3,2276
Moldova,2000,1.568,67.007,4106736,31.4,2329
Moldova,2001,1.535,67.205,4040204,28.4,2476
Moldova,2002,1.511,67.416,3968812,25.4,2676
Moldova,2003,1.497,67.617,3896409,22.9,2860
Moldova,2004,1.489,67.796,3827906,20.9,3080
Moldova,2005,1.487,67.949,3766876,19.5,3318
Moldova,2006,1.487,68.078,3714961,18.6,3487
Moldova,2007,1.488,68.195,3671540,18,3603
Moldova,2008,1.487,68.31,3635059,17.6,3890
Moldova,2009,1.483,68.425,3602853,17.3,3661
Moldova,2010,1.477,68.541,3572885,17.1,3925
Moldova,2011,1.469,68.66,3544864,16.9,4179
Moldova,2012,1.462,68.779,3519266,16.7,4151
Moldova,2013,1.456,68.899,3495657,16.4,4542
Mongolia,1964,7.558,51.771,1076571,217.76,1383
Mongolia,1965,7.593,52.461,1109312,214.81,1431
Mongolia,1966,7.599,53.097,1142272,211.9,1479
Mongolia,1967,7.591,53.701,1175616,209.03,1532
Mongolia,1968,7.584,54.285,1209647,206.2,1584
Mongolia,1969,7.578,54.844,1244846,203.4,1637
Mongolia,1970,7.569,55.363,1281535,200.65,1695
Mongolia,1971,7.546,55.818,1319817,197.93,1731
Mongolia,1972,7.497,56.192,1359478,195.24,1748
Mongolia,1973,7.413,56.477,1400150,192.6,1854
Mongolia,1974,7.294,56.676,1441311,189.99,1886
Mongolia,1975,7.144,56.796,1482599,187.42,1949
Mongolia,1976,6.969,56.848,1523908,184.88,1975
Mongolia,1977,6.78,56.86,1565380,182.37,2121
Mongolia,1978,6.587,56.86,1607212,179.9,2167
Mongolia,1979,6.395,56.875,1649710,172.7,2211
Mongolia,1980,6.209,56.936,1693122,165.9,2502
Mongolia,1981,6.033,57.073,1736994,159.4,2223
Mongolia,1982,5.864,57.294,1781213,153.3,2587
Mongolia,1983,5.696,57.594,1826717,147.4,2911
Mongolia,1984,5.526,57.967,1874774,141.5,3256
Mongolia,1985,5.345,58.391,1926002,135.8,3188
Mongolia,1986,5.14,58.835,1981170,130,3359
Mongolia,1987,4.906,59.266,2039204,124.2,3573
Mongolia,1988,4.644,59.656,2096653,118.5,3694
Mongolia,1989,4.356,59.992,2148850,113.1,3609
Mongolia,1990,4.052,60.269,2192553,107.8,5122
Mongolia,1991,3.746,60.488,2226469,102.8,4606
Mongolia,1992,3.451,60.671,2251861,98,4132
Mongolia,1993,3.18,60.843,2271236,93.4,3966
Mongolia,1994,2.941,61.017,2288370,89,4020
Mongolia,1995,2.738,61.213,2306131,84.6,4244
Mongolia,1996,2.57,61.449,2325369,80.3,4304
Mongolia,1997,2.43,61.732,2345618,75.9,4435
Mongolia,1998,2.312,62.066,2366895,71.5,4544
Mongolia,1999,2.216,62.449,2388862,67.1,4643
Mongolia,2000,2.144,62.876,2411369,62.7,4655
Mongolia,2001,2.102,63.339,2434515,58.4,4748
Mongolia,2002,2.089,63.817,2458853,54.3,4925
Mongolia,2003,2.103,64.294,2485177,50.4,5216
Mongolia,2004,2.141,64.756,2514462,46.8,5706
Mongolia,2005,2.193,65.19,2547339,43.4,6047
Mongolia,2006,2.254,65.587,2584143,40.3,6480
Mongolia,2007,2.315,65.947,2624509,37.4,7046
Mongolia,2008,2.368,66.272,2667474,34.8,7563
Mongolia,2009,2.41,66.564,2711659,32.3,7357
Mongolia,2010,2.437,66.825,2756001,30,7708
Mongolia,2011,2.447,67.063,2800114,28,8905
Mongolia,2012,2.446,67.286,2844081,26.2,9851
Mongolia,2013,2.436,67.503,2887863,24.7,10833
Montenegro,1964,3.093,66.411,500745,73.53,8135
Montenegro,1965,2.994,66.99,506646,69.57,8288
Montenegro,1966,2.906,67.556,510527,65.74,8667
Montenegro,1967,2.833,68.126,512701,62.47,8756
Montenegro,1968,2.773,68.707,514031,58.93,8882
Montenegro,1969,2.726,69.293,515746,55.57,9816
Montenegro,1970,2.689,69.869,518727,52.38,10228
Montenegro,1971,2.657,70.413,523214,49.83,11328
Montenegro,1972,2.625,70.906,528905,47.39,11634
Montenegro,1973,2.59,71.334,535454,45.5,11943
Montenegro,1974,2.549,71.695,542304,43.63,13388
Montenegro,1975,2.503,71.993,548999,41.57,13294
Montenegro,1976,2.453,72.242,555632,39.61,13601
Montenegro,1977,2.402,72.46,562247,37.74,14481
Montenegro,1978,2.354,72.664,568285,35.96,15175
Montenegro,1979,2.309,72.862,573036,34.26,16108
Montenegro,1980,2.266,73.057,576069,30.25,16814
Montenegro,1981,2.225,73.245,577041,29.68,17041
Montenegro,1982,2.185,73.419,576292,29.03,17085
Montenegro,1983,2.145,73.576,574920,28.31,17165
Montenegro,1984,2.104,73.718,574459,26.9,17534
Montenegro,1985,2.063,73.849,575997,24.6,17613
Montenegro,1986,2.022,73.974,579821,22.4,18274
Montenegro,1987,1.98,74.099,585546,20.5,18015
Montenegro,1988,1.94,74.225,592740,18.9,17714
Montenegro,1989,1.902,74.352,600697,17.6,17442
Montenegro,1990,1.869,74.482,608816,16.6,16136
Montenegro,1991,1.843,74.613,617144,16,14269
Montenegro,1992,1.825,74.741,625630,15.6,10808
Montenegro,1993,1.815,74.854,633443,15.3,6780
Montenegro,1994,1.813,74.943,639542,15.2,6788
Montenegro,1995,1.815,74.985,643227,15.1,7635
Montenegro,1996,1.82,74.951,644121,15,9559
Montenegro,1997,1.824,74.836,642533,14.9,9978
Montenegro,1998,1.826,74.645,639309,14.6,10482
Montenegro,1999,1.823,74.396,635689,14.3,9506
Montenegro,2000,1.815,74.125,632606,13.8,9803
Montenegro,2001,1.804,73.875,630299,13.2,9871
Montenegro,2002,1.792,73.687,628594,12.6,10019
Montenegro,2003,1.779,73.585,627500,11.9,10228
Montenegro,2004,1.767,73.58,626912,11.1,10659
Montenegro,2005,1.756,73.665,626739,10.4,11090
Montenegro,2006,1.745,73.819,627074,9.6,12025
Montenegro,2007,1.734,74.002,627962,8.9,13288
Montenegro,2008,1.722,74.183,629185,8.1,14183
Montenegro,2009,1.71,74.348,630435,7.4,13352
Montenegro,2010,1.698,74.489,631490,6.8,13656
Montenegro,2011,1.687,74.608,632261,6.2,14082
Montenegro,2012,1.676,74.715,632796,5.7,13712
Montenegro,2013,1.666,74.821,633167,5.3,14156
Morocco,1964,7.119,50.167,12959397,219.3,2040
Morocco,1965,7.081,50.592,13323000,214.1,2064
Morocco,1966,7.024,51.007,13703369,208.7,2130
Morocco,1967,6.953,51.413,14098444,203.4,2198
Morocco,1968,6.871,51.808,14502647,198.1,2267
Morocco,1969,6.781,52.196,14908265,193.2,2338
Morocco,1970,6.687,52.576,15309995,188.7,2411
Morocco,1971,6.588,52.945,15706226,184.4,2484
Morocco,1972,6.485,53.311,16099392,180.4,2492
Morocco,1973,6.38,53.684,16493298,176.1,2530
Morocco,1974,6.273,54.075,16893643,171.4,2616
Morocco,1975,6.168,54.502,17304995,166.2,2737
Morocco,1976,6.067,54.987,17726625,160.4,2979
Morocco,1977,5.97,55.537,18158169,154.1,3066
Morocco,1978,5.876,56.155,18604851,147.4,3096
Morocco,1979,5.782,56.838,19073204,140.6,3176
Morocco,1980,5.682,57.576,19566920,133.8,3402
Morocco,1981,5.57,58.358,20088209,127.2,3250
Morocco,1982,5.439,59.159,20633004,120.8,3502
Morocco,1983,5.29,59.958,21190800,114.6,3392
Morocco,1984,5.123,60.739,21747150,108.6,3443
Morocco,1985,4.942,61.493,22291062,103,3566
Morocco,1986,4.754,62.213,22818601,97.7,3750
Morocco,1987,4.567,62.902,23330761,92.7,3576
Morocco,1988,4.387,63.561,23827539,88.1,3849
Morocco,1989,4.217,64.183,24310585,84,3845
Morocco,1990,4.058,64.763,24781105,80.1,3901
Morocco,1991,3.905,65.296,25237951,76.5,4119
Morocco,1992,3.755,65.782,25679802,73,3930
Morocco,1993,3.606,66.223,26107772,69.7,3825
Morocco,1994,3.457,66.619,26523600,66.4,4197
Morocco,1995,3.31,66.972,26928600,63.3,3870
Morocco,1996,3.167,67.282,27323664,60.3,4325
Morocco,1997,3.033,67.554,27708647,57.5,4177
Morocco,1998,2.909,67.797,28082684,54.8,4448
Morocco,1999,2.797,68.017,28444414,52.3,4414
Morocco,2000,2.698,68.22,28793236,50,4430
Morocco,2001,2.611,68.412,29129204,47.9,4710
Morocco,2002,2.535,68.596,29453931,45.8,4815
Morocco,2003,2.47,68.777,29770316,43.9,5067
Morocco,2004,2.418,68.96,30082152,42.1,5259
Morocco,2005,2.385,69.15,30392473,40.4,5363
Morocco,2006,2.377,69.352,30702084,38.8,5725
Morocco,2007,2.398,69.564,31011199,37.3,5825
Morocco,2008,2.443,69.784,31321453,35.8,6091
Morocco,2009,2.509,70.012,31634524,34.5,6313
Morocco,2010,2.583,70.246,31951412,33.1,6466
Morocco,2011,2.652,70.481,32272974,31.9,6698
Morocco,2012,2.706,70.714,32598536,30.7,6777
Morocco,2013,2.735,70.941,32925553,29.7,6967
Mozambique,1964,6.602,36.773,8296714,279.8,540
Mozambique,1965,6.602,37.173,8473839,278.9,542
Mozambique,1966,6.602,37.57,8657160,278.1,548
Mozambique,1967,6.601,37.971,8847011,277.1,573
Mozambique,1968,6.599,38.383,9043165,276.2,623
Mozambique,1969,6.596,38.806,9245275,275.1,682
Mozambique,1970,6.591,39.247,9453385,273.8,703
Mozambique,1971,6.586,39.707,9665565,272.7,734
Mozambique,1972,6.58,40.181,9882427,271.6,738
Mozambique,1973,6.572,40.656,10109426,270,759
Mozambique,1974,6.564,41.122,10353943,268.6,683
Mozambique,1975,6.554,41.56,10620268,267.4,570
Mozambique,1976,6.544,41.951,10908878,266,527
Mozambique,1977,6.532,42.283,11214834,265,515
Mozambique,1978,6.519,42.551,11530022,263.9,504
Mozambique,1979,6.505,42.751,11843382,263.1,496
Mozambique,1980,6.49,42.882,12145501,262.5,499
Mozambique,1981,6.474,42.948,12441643,261.5,498
Mozambique,1982,6.457,42.967,12731231,260.4,477
Mozambique,1983,6.439,42.96,12992962,258.8,437
Mozambique,1984,6.42,42.947,13199259,256.8,420
Mozambique,1985,6.398,42.948,13334972,254.1,379
Mozambique,1986,6.373,42.981,13384409,251.1,383
Mozambique,1987,6.345,43.057,13365201,247.8,405
Mozambique,1988,6.313,43.186,13336217,244.5,441
Mozambique,1989,6.277,43.376,13378100,241.2,461
Mozambique,1990,6.237,43.641,13547076,237.9,462
Mozambique,1991,6.191,43.989,13867422,234.1,473
Mozambique,1992,6.14,44.409,14318167,229.8,435
Mozambique,1993,6.086,44.881,14854590,224.6,455
Mozambique,1994,6.031,45.383,15409381,218.5,468
Mozambique,1995,5.976,45.884,15933452,211.4,465
Mozambique,1996,5.925,46.346,16412893,203.4,485
Mozambique,1997,5.88,46.747,16862385,194.6,520
Mozambique,1998,5.84,47.07,17295521,185.5,562
Mozambique,1999,5.808,47.31,17735992,176.5,592
Mozambique,2000,5.782,47.472,18200656,168,583
Mozambique,2001,5.76,47.569,18691461,160,634
Mozambique,2002,5.741,47.634,19200021,152.7,671
Mozambique,2003,5.721,47.696,19721009,146,692
Mozambique,2004,5.697,47.777,20246287,139.7,732
Mozambique,2005,5.669,47.894,20770013,133.7,774
Mozambique,2006,5.632,48.064,21290952,128,801
Mozambique,2007,5.588,48.284,21811326,120.9,835
Mozambique,2008,5.536,48.551,22332900,114.4,864
Mozambique,2009,5.476,48.862,22858607,108.7,893
Mozambique,2010,5.409,49.204,23390765,103.8,930
Mozambique,2011,5.338,49.559,23929708,98.9,974
Mozambique,2012,5.263,49.91,24475186,93,1017
Mozambique,2013,5.188,50.25,25028313,87.2,1064
Myanmar,1964,6.13,45.949,22824142,227.78,1358
Myanmar,1965,6.136,46.966,23330184,216.97,1371
Myanmar,1966,6.129,47.981,23854648,206.66,1292
Myanmar,1967,6.109,48.926,24397064,196.85,1306
Myanmar,1968,6.074,49.75,24960539,187.5,1369
Myanmar,1969,6.024,50.436,25548930,183.3,1401
Myanmar,1970,5.959,50.988,26164131,179.2,1438
Myanmar,1971,5.881,51.432,26807570,175.2,1458
Myanmar,1972,5.791,51.817,27475978,171.2,1441
Myanmar,1973,5.694,52.188,28160632,167.1,1409
Myanmar,1974,5.592,52.563,28849728,163.2,1456
Myanmar,1975,5.488,52.953,29534378,159.1,1490
Myanmar,1976,5.387,53.36,30210895,155.3,1554
Myanmar,1977,5.289,53.771,30880196,151.2,1620
Myanmar,1978,5.194,54.178,31543652,147.3,1700
Myanmar,1979,5.1,54.579,32204485,143.6,1751
Myanmar,1980,5.001,54.977,32864901,140,1864
Myanmar,1981,4.891,55.37,33524053,136.7,1935
Myanmar,1982,4.764,55.759,34179992,133.4,2002
Myanmar,1983,4.619,56.143,34832636,130.3,2050
Myanmar,1984,4.456,56.524,35481981,127.2,2110
Myanmar,1985,4.279,56.902,36127741,124.3,2131
Myanmar,1986,4.094,57.276,36770437,121.3,2072
Myanmar,1987,3.909,57.648,37409257,118.5,1956
Myanmar,1988,3.732,58.016,38041034,115.6,1709
Myanmar,1989,3.566,58.382,38661616,112.7,1749
Myanmar,1990,3.415,58.743,39268304,109.9,1775
Myanmar,1991,3.279,59.1,39855885,107,1741
Myanmar,1992,3.158,59.451,40425088,104.1,1784
Myanmar,1993,3.046,59.797,40985963,101.1,1809
Myanmar,1994,2.945,60.137,41552659,98.2,1839
Myanmar,1995,2.851,60.471,42133199,95.4,1868
Myanmar,1996,2.761,60.8,42735941,92.7,1895
Myanmar,1997,2.675,61.125,43352191,90,1919
Myanmar,1998,2.59,61.446,43952526,87.4,1944
Myanmar,1999,2.508,61.762,44496687,84.8,1998
Myanmar,2000,2.428,62.073,44957660,82.3,2069
Myanmar,2001,2.353,62.38,45323903,79.9,2129
Myanmar,2002,2.286,62.682,45609292,77.5,2196
Myanmar,2003,2.227,62.978,45843675,75.2,2276
Myanmar,2004,2.178,63.264,46070248,72.8,2351
Myanmar,2005,2.137,63.538,46321162,70.5,2339
Myanmar,2006,2.103,63.796,46605278,68.1,2593
Myanmar,2007,2.075,64.037,46915826,65.8,2846
Myanmar,2008,2.049,64.26,47250315,87.2,2891
Myanmar,2009,2.026,64.467,47601374,61.4,2979
Myanmar,2010,2.003,64.658,47963012,59.3,3077
Myanmar,2011,1.98,64.837,48336763,57.2,3181
Myanmar,2012,1.959,65.009,48724387,55.3,3346
Myanmar,2013,1.938,65.176,49119646,53.5,3526
Namibia,1964,6.216,49.291,665298,115.49,6254
Namibia,1965,6.236,49.852,682554,108.21,6509
Namibia,1966,6.263,50.403,700317,101.39,6590
Namibia,1967,6.301,50.948,718623,95,6165
Namibia,1968,6.347,51.489,737803,95.6,6060
Namibia,1969,6.401,52.029,758305,96.1,6112
Namibia,1970,6.459,52.568,780386,96.6,5981
Namibia,1971,6.517,53.107,804310,97.2,5972
Namibia,1972,6.57,53.645,829810,97.8,6106
Namibia,1973,6.613,54.179,855970,98.4,6136
Namibia,1974,6.642,54.708,881536,98.9,6182
Namibia,1975,6.654,55.232,905652,99.4,6022
Namibia,1976,6.647,55.75,928223,99.9,6124
Namibia,1977,6.622,56.262,949709,100.1,6337
Namibia,1978,6.581,56.766,970537,100.1,6619
Namibia,1979,6.524,57.258,991357,99.7,6703
Namibia,1980,6.451,57.739,1012824,98.7,6824
Namibia,1981,6.362,58.21,1034636,97.1,6933
Namibia,1982,6.259,58.667,1057115,94.9,6871
Namibia,1983,6.145,59.107,1082264,92.3,6491
Namibia,1984,6.022,59.523,1112679,89.2,6219
Namibia,1985,5.893,59.914,1150038,85.8,6069
Namibia,1986,5.76,60.282,1195331,82.4,6077
Namibia,1987,5.625,60.62,1247573,79.1,6072
Namibia,1988,5.491,60.916,1304005,76,5961
Namibia,1989,5.358,61.151,1360710,73,6120
Namibia,1990,5.227,61.302,1414830,70.4,5717
Namibia,1991,5.098,61.344,1465201,68.1,5970
Namibia,1992,4.97,61.263,1512524,66.3,6198
Namibia,1993,4.842,61.048,1558055,65.2,5921
Namibia,1994,4.715,60.695,1603865,64.9,5850
Namibia,1995,4.59,60.162,1651352,65.2,5900
Namibia,1996,4.469,59.402,1700975,66,5906
Namibia,1997,4.351,58.437,1751872,67.3,5971
Namibia,1998,4.24,57.337,1802579,68.7,5991
Namibia,1999,4.134,56.195,1851034,70.1,6035
Namibia,2000,4.033,55.173,1895839,71.4,6111
Namibia,2001,3.938,54.456,1936399,72.1,6076
Namibia,2002,3.847,54.156,1973408,72.4,6279
Namibia,2003,3.759,54.331,2008342,72.4,6470
Namibia,2004,3.674,54.979,2043339,71.7,7184
Namibia,2005,3.591,56.039,2079951,70.7,7279
Namibia,2006,3.512,57.394,2118653,68.7,7696
Namibia,2007,3.436,58.861,2158984,65.2,8095
Namibia,2008,3.364,60.275,2200422,62.2,8169
Namibia,2009,3.295,61.543,2242078,58.6,8090
Namibia,2010,3.229,62.594,2283289,55.4,8433
Namibia,2011,3.167,63.401,2324004,53.6,8715
Namibia,2012,3.107,64.014,2364433,51.9,8995
Namibia,2013,3.051,64.483,2404477,49.5,9275
Nepal,1964,5.997,40.071,10495972,306.5,1002
Nepal,1965,5.997,40.469,10707313,300,1007
Nepal,1966,5.996,40.863,10928950,293.1,1057
Nepal,1967,5.994,41.253,11160972,286.3,1020
Nepal,1968,5.988,41.64,11403306,279.8,1007
Nepal,1969,5.981,42.031,11655685,273.6,1031
Nepal,1970,5.971,42.428,11917872,267.6,1036
Nepal,1971,5.958,42.839,12189968,261.8,1002
Nepal,1972,5.945,43.268,12472000,256.2,1010
Nepal,1973,5.929,43.719,12763547,250.8,982
Nepal,1974,5.912,44.198,13064044,245.3,1019
Nepal,1975,5.894,44.706,13373069,239.8,1009
